"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"California"	"06"	95829
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Colorado"	"08"	11570
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Connecticut"	"09"	11461
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Delaware"	"10"	2569
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"District of Columbia"	"11"	1511
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Florida"	"12"	60856
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Georgia"	"13"	26039
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Hawaii"	"15"	5272
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Idaho"	"16"	3977
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Illinois"	"17"	40790
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Indiana"	"18"	19250
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Iowa"	"19"	10245
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kansas"	"20"	8377
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kentucky"	"21"	16135
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Louisiana"	"22"	15373
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maine"	"23"	4734
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maryland"	"24"	15260
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Massachusetts"	"25"	20642
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Michigan"	"26"	29628
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Minnesota"	"27"	14557
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Mississippi"	"28"	7639
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Missouri"	"29"	18525
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Montana"	"30"	3248
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nebraska"	"31"	6010
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nevada"	"32"	6950
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Hampshire"	"33"	4197
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Jersey"	"34"	29731
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Mexico"	"35"	5531
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New York"	"36"	60956
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Carolina"	"37"	25754
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Dakota"	"38"	2413
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Ohio"	"39"	37029
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oklahoma"	"40"	11369
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oregon"	"41"	11056
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Pennsylvania"	"42"	46139
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Rhode Island"	"44"	3536
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Carolina"	"45"	12924
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Dakota"	"46"	2469
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Tennessee"	"47"	18386
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Texas"	"48"	61919
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Utah"	"49"	4816
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Vermont"	"50"	2000
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Virginia"	"51"	20355
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Washington"	"53"	18497
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"West Virginia"	"54"	7545
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wisconsin"	"55"	16393
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wyoming"	"56"	1549
	"Rectosigmoid Junction"	"21051"	"Alabama"	"01"	3592
	"Rectosigmoid Junction"	"21051"	"Alaska"	"02"	439
	"Rectosigmoid Junction"	"21051"	"Arizona"	"04"	4737
	"Rectosigmoid Junction"	"21051"	"Arkansas"	"05"	2428
	"Rectosigmoid Junction"	"21051"	"California"	"06"	23812
	"Rectosigmoid Junction"	"21051"	"Colorado"	"08"	2788
	"Rectosigmoid Junction"	"21051"	"Connecticut"	"09"	2950
	"Rectosigmoid Junction"	"21051"	"Delaware"	"10"	716
	"Rectosigmoid Junction"	"21051"	"District of Columbia"	"11"	341
	"Rectosigmoid Junction"	"21051"	"Florida"	"12"	17896
	"Rectosigmoid Junction"	"21051"	"Georgia"	"13"	6681
	"Rectosigmoid Junction"	"21051"	"Hawaii"	"15"	1412
	"Rectosigmoid Junction"	"21051"	"Idaho"	"16"	818
	"Rectosigmoid Junction"	"21051"	"Illinois"	"17"	10763
	"Rectosigmoid Junction"	"21051"	"Indiana"	"18"	4559
	"Rectosigmoid Junction"	"21051"	"Iowa"	"19"	2431
	"Rectosigmoid Junction"	"21051"	"Kansas"	"20"	1920
	"Rectosigmoid Junction"	"21051"	"Kentucky"	"21"	3986
	"Rectosigmoid Junction"	"21051"	"Louisiana"	"22"	3588
	"Rectosigmoid Junction"	"21051"	"Maine"	"23"	1218
	"Rectosigmoid Junction"	"21051"	"Maryland"	"24"	4118
	"Rectosigmoid Junction"	"21051"	"Massachusetts"	"25"	5165
	"Rectosigmoid Junction"	"21051"	"Michigan"	"26"	7305
	"Rectosigmoid Junction"	"21051"	"Minnesota"	"27"	2848
	"Rectosigmoid Junction"	"21051"	"Mississippi"	"28"	1811
	"Rectosigmoid Junction"	"21051"	"Missouri"	"29"	4473
	"Rectosigmoid Junction"	"21051"	"Montana"	"30"	774
	"Rectosigmoid Junction"	"21051"	"Nebraska"	"31"	1448
	"Rectosigmoid Junction"	"21051"	"Nevada"	"32"	1901
	"Rectosigmoid Junction"	"21051"	"New Hampshire"	"33"	994
	"Rectosigmoid Junction"	"21051"	"New Jersey"	"34"	9102
	"Rectosigmoid Junction"	"21051"	"New Mexico"	"35"	1333
	"Rectosigmoid Junction"	"21051"	"New York"	"36"	17287
	"Rectosigmoid Junction"	"21051"	"North Carolina"	"37"	6182
	"Rectosigmoid Junction"	"21051"	"North Dakota"	"38"	540
	"Rectosigmoid Junction"	"21051"	"Ohio"	"39"	8869
	"Rectosigmoid Junction"	"21051"	"Oklahoma"	"40"	3206
	"Rectosigmoid Junction"	"21051"	"Oregon"	"41"	2657
	"Rectosigmoid Junction"	"21051"	"Pennsylvania"	"42"	12391
	"Rectosigmoid Junction"	"21051"	"Rhode Island"	"44"	1013
	"Rectosigmoid Junction"	"21051"	"South Carolina"	"45"	2930
	"Rectosigmoid Junction"	"21051"	"South Dakota"	"46"	535
	"Rectosigmoid Junction"	"21051"	"Tennessee"	"47"	4856
	"Rectosigmoid Junction"	"21051"	"Texas"	"48"	17129
	"Rectosigmoid Junction"	"21051"	"Utah"	"49"	992
	"Rectosigmoid Junction"	"21051"	"Vermont"	"50"	475
	"Rectosigmoid Junction"	"21051"	"Virginia"	"51"	4769
	"Rectosigmoid Junction"	"21051"	"Washington"	"53"	4340
	"Rectosigmoid Junction"	"21051"	"West Virginia"	"54"	1897
	"Rectosigmoid Junction"	"21051"	"Wisconsin"	"55"	3893
	"Rectosigmoid Junction"	"21051"	"Wyoming"	"56"	416
	"Rectum"	"21052"	"Alabama"	"01"	10408
	"Rectum"	"21052"	"Alaska"	"02"	1366
	"Rectum"	"21052"	"Arizona"	"04"	11259
	"Rectum"	"21052"	"Arkansas"	"05"	6765
	"Rectum"	"21052"	"California"	"06"	72017
	"Rectum"	"21052"	"Colorado"	"08"	8782
	"Rectum"	"21052"	"Connecticut"	"09"	8511
	"Rectum"	"21052"	"Delaware"	"10"	1853
	"Rectum"	"21052"	"District of Columbia"	"11"	1170
	"Rectum"	"21052"	"Florida"	"12"	42960
	"Rectum"	"21052"	"Georgia"	"13"	19358
	"Rectum"	"21052"	"Hawaii"	"15"	3860
	"Rectum"	"21052"	"Idaho"	"16"	3159
	"Rectum"	"21052"	"Illinois"	"17"	30027
	"Rectum"	"21052"	"Indiana"	"18"	14691
	"Rectum"	"21052"	"Iowa"	"19"	7814
	"Rectum"	"21052"	"Kansas"	"20"	6457
	"Rectum"	"21052"	"Kentucky"	"21"	12149
	"Rectum"	"21052"	"Louisiana"	"22"	11785
	"Rectum"	"21052"	"Maine"	"23"	3516
	"Rectum"	"21052"	"Maryland"	"24"	11142
	"Rectum"	"21052"	"Massachusetts"	"25"	15477
	"Rectum"	"21052"	"Michigan"	"26"	22323
	"Rectum"	"21052"	"Minnesota"	"27"	11709
	"Rectum"	"21052"	"Mississippi"	"28"	5828
	"Rectum"	"21052"	"Missouri"	"29"	14052
	"Rectum"	"21052"	"Montana"	"30"	2474
	"Rectum"	"21052"	"Nebraska"	"31"	4562
	"Rectum"	"21052"	"Nevada"	"32"	5049
	"Rectum"	"21052"	"New Hampshire"	"33"	3203
	"Rectum"	"21052"	"New Jersey"	"34"	20629
	"Rectum"	"21052"	"New Mexico"	"35"	4198
	"Rectum"	"21052"	"New York"	"36"	43669
	"Rectum"	"21052"	"North Carolina"	"37"	19572
	"Rectum"	"21052"	"North Dakota"	"38"	1873
	"Rectum"	"21052"	"Ohio"	"39"	28160
	"Rectum"	"21052"	"Oklahoma"	"40"	8163
	"Rectum"	"21052"	"Oregon"	"41"	8399
	"Rectum"	"21052"	"Pennsylvania"	"42"	33748
	"Rectum"	"21052"	"Rhode Island"	"44"	2523
	"Rectum"	"21052"	"South Carolina"	"45"	9994
	"Rectum"	"21052"	"South Dakota"	"46"	1934
	"Rectum"	"21052"	"Tennessee"	"47"	13530
	"Rectum"	"21052"	"Texas"	"48"	44790
	"Rectum"	"21052"	"Utah"	"49"	3824
	"Rectum"	"21052"	"Vermont"	"50"	1525
	"Rectum"	"21052"	"Virginia"	"51"	15586
	"Rectum"	"21052"	"Washington"	"53"	14157
	"Rectum"	"21052"	"West Virginia"	"54"	5648
	"Rectum"	"21052"	"Wisconsin"	"55"	12500
	"Rectum"	"21052"	"Wyoming"	"56"	1133
	"Anus, Anal Canal and Anorectum"	"21060"	"Alabama"	"01"	2002
	"Anus, Anal Canal and Anorectum"	"21060"	"Alaska"	"02"	263
	"Anus, Anal Canal and Anorectum"	"21060"	"Arizona"	"04"	2170
	"Anus, Anal Canal and Anorectum"	"21060"	"Arkansas"	"05"	1319
	"Anus, Anal Canal and Anorectum"	"21060"	"California"	"06"	14659
	"Anus, Anal Canal and Anorectum"	"21060"	"Colorado"	"08"	1862
	"Anus, Anal Canal and Anorectum"	"21060"	"Connecticut"	"09"	1511
	"Anus, Anal Canal and Anorectum"	"21060"	"Delaware"	"10"	431
	"Anus, Anal Canal and Anorectum"	"21060"	"District of Columbia"	"11"	407
	"Anus, Anal Canal and Anorectum"	"21060"	"Florida"	"12"	11889
	"Anus, Anal Canal and Anorectum"	"21060"	"Georgia"	"13"	4099
	"Anus, Anal Canal and Anorectum"	"21060"	"Hawaii"	"15"	370
	"Anus, Anal Canal and Anorectum"	"21060"	"Idaho"	"16"	620
	"Anus, Anal Canal and Anorectum"	"21060"	"Illinois"	"17"	5173
	"Anus, Anal Canal and Anorectum"	"21060"	"Indiana"	"18"	2815
	"Anus, Anal Canal and Anorectum"	"21060"	"Iowa"	"19"	1343
	"Anus, Anal Canal and Anorectum"	"21060"	"Kansas"	"20"	1091
	"Anus, Anal Canal and Anorectum"	"21060"	"Kentucky"	"21"	2284
	"Anus, Anal Canal and Anorectum"	"21060"	"Louisiana"	"22"	1845
	"Anus, Anal Canal and Anorectum"	"21060"	"Maine"	"23"	758
	"Anus, Anal Canal and Anorectum"	"21060"	"Maryland"	"24"	2345
	"Anus, Anal Canal and Anorectum"	"21060"	"Massachusetts"	"25"	2910
	"Anus, Anal Canal and Anorectum"	"21060"	"Michigan"	"26"	4035
	"Anus, Anal Canal and Anorectum"	"21060"	"Minnesota"	"27"	1836
	"Anus, Anal Canal and Anorectum"	"21060"	"Mississippi"	"28"	1111
	"Anus, Anal Canal and Anorectum"	"21060"	"Missouri"	"29"	2876
	"Anus, Anal Canal and Anorectum"	"21060"	"Montana"	"30"	430
	"Anus, Anal Canal and Anorectum"	"21060"	"Nebraska"	"31"	702
	"Anus, Anal Canal and Anorectum"	"21060"	"Nevada"	"32"	976
	"Anus, Anal Canal and Anorectum"	"21060"	"New Hampshire"	"33"	595
	"Anus, Anal Canal and Anorectum"	"21060"	"New Jersey"	"34"	3671
	"Anus, Anal Canal and Anorectum"	"21060"	"New Mexico"	"35"	724
	"Anus, Anal Canal and Anorectum"	"21060"	"New York"	"36"	9158
	"Anus, Anal Canal and Anorectum"	"21060"	"North Carolina"	"37"	4158
	"Anus, Anal Canal and Anorectum"	"21060"	"North Dakota"	"38"	204
	"Anus, Anal Canal and Anorectum"	"21060"	"Ohio"	"39"	5076
	"Anus, Anal Canal and Anorectum"	"21060"	"Oklahoma"	"40"	1698
	"Anus, Anal Canal and Anorectum"	"21060"	"Oregon"	"41"	2053
	"Anus, Anal Canal and Anorectum"	"21060"	"Pennsylvania"	"42"	5852
	"Anus, Anal Canal and Anorectum"	"21060"	"Rhode Island"	"44"	479
	"Anus, Anal Canal and Anorectum"	"21060"	"South Carolina"	"45"	1991
	"Anus, Anal Canal and Anorectum"	"21060"	"South Dakota"	"46"	282
	"Anus, Anal Canal and Anorectum"	"21060"	"Tennessee"	"47"	3032
	"Anus, Anal Canal and Anorectum"	"21060"	"Texas"	"48"	8403
	"Anus, Anal Canal and Anorectum"	"21060"	"Utah"	"49"	632
	"Anus, Anal Canal and Anorectum"	"21060"	"Vermont"	"50"	309
	"Anus, Anal Canal and Anorectum"	"21060"	"Virginia"	"51"	3025
	"Anus, Anal Canal and Anorectum"	"21060"	"Washington"	"53"	3031
	"Anus, Anal Canal and Anorectum"	"21060"	"West Virginia"	"54"	992
	"Anus, Anal Canal and Anorectum"	"21060"	"Wisconsin"	"55"	2096
	"Anus, Anal Canal and Anorectum"	"21060"	"Wyoming"	"56"	179
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Alabama"	"01"	7945
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Alaska"	"02"	1188
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Arizona"	"04"	11094
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Arkansas"	"05"	4654
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"California"	"06"	75912
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Colorado"	"08"	7519
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Connecticut"	"09"	6521
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Delaware"	"10"	1726
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"District of Columbia"	"11"	1444
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Florida"	"12"	39130
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Georgia"	"13"	14474
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Hawaii"	"15"	3657
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Idaho"	"16"	2175
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Illinois"	"17"	21107
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Indiana"	"18"	9434
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Iowa"	"19"	4515
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Kansas"	"20"	3810
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Kentucky"	"21"	7311
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Louisiana"	"22"	9379
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Maine"	"23"	2064
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Maryland"	"24"	10167
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Massachusetts"	"25"	12765
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Michigan"	"26"	16424
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Minnesota"	"27"	7438
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Mississippi"	"28"	4575
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Missouri"	"29"	10392
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Montana"	"30"	1441
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Nebraska"	"31"	2266
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Nevada"	"32"	3881
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New Hampshire"	"33"	1925
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New Jersey"	"34"	15777
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New Mexico"	"35"	4541
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New York"	"36"	39559
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"North Carolina"	"37"	16250
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"North Dakota"	"38"	760
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Ohio"	"39"	18416
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Oklahoma"	"40"	6601
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Oregon"	"41"	7691
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Pennsylvania"	"42"	25121
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Rhode Island"	"44"	2182
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"South Carolina"	"45"	7867
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"South Dakota"	"46"	1018
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Tennessee"	"47"	10512
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Texas"	"48"	54398
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Utah"	"49"	2607
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Vermont"	"50"	897
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Virginia"	"51"	11805
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Washington"	"53"	13043
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"West Virginia"	"54"	3174
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Wisconsin"	"55"	9074
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Wyoming"	"56"	694
	"Liver"	"21071"	"Alabama"	"01"	7039
	"Liver"	"21071"	"Alaska"	"02"	1073
	"Liver"	"21071"	"Arizona"	"04"	9955
	"Liver"	"21071"	"Arkansas"	"05"	4124
	"Liver"	"21071"	"California"	"06"	67790
	"Liver"	"21071"	"Colorado"	"08"	6512
	"Liver"	"21071"	"Connecticut"	"09"	5566
	"Liver"	"21071"	"Delaware"	"10"	1514
	"Liver"	"21071"	"District of Columbia"	"11"	1322
	"Liver"	"21071"	"Florida"	"12"	33906
	"Liver"	"21071"	"Georgia"	"13"	12511
	"Liver"	"21071"	"Hawaii"	"15"	3182
	"Liver"	"21071"	"Idaho"	"16"	1815
	"Liver"	"21071"	"Illinois"	"17"	17901
	"Liver"	"21071"	"Indiana"	"18"	7968
	"Liver"	"21071"	"Iowa"	"19"	3681
	"Liver"	"21071"	"Kansas"	"20"	3241
	"Liver"	"21071"	"Kentucky"	"21"	6289
	"Liver"	"21071"	"Louisiana"	"22"	8559
	"Liver"	"21071"	"Maine"	"23"	1739
	"Liver"	"21071"	"Maryland"	"24"	8756
	"Liver"	"21071"	"Massachusetts"	"25"	10630
	"Liver"	"21071"	"Michigan"	"26"	14166
	"Liver"	"21071"	"Minnesota"	"27"	5913
	"Liver"	"21071"	"Mississippi"	"28"	4071
	"Liver"	"21071"	"Missouri"	"29"	8830
	"Liver"	"21071"	"Montana"	"30"	1208
	"Liver"	"21071"	"Nebraska"	"31"	1879
	"Liver"	"21071"	"Nevada"	"32"	3559
	"Liver"	"21071"	"New Hampshire"	"33"	1606
	"Liver"	"21071"	"New Jersey"	"34"	13481
	"Liver"	"21071"	"New Mexico"	"35"	4107
	"Liver"	"21071"	"New York"	"36"	34026
	"Liver"	"21071"	"North Carolina"	"37"	13454
	"Liver"	"21071"	"North Dakota"	"38"	588
	"Liver"	"21071"	"Ohio"	"39"	15370
	"Liver"	"21071"	"Oklahoma"	"40"	6032
	"Liver"	"21071"	"Oregon"	"41"	6625
	"Liver"	"21071"	"Pennsylvania"	"42"	21339
	"Liver"	"21071"	"Rhode Island"	"44"	1781
	"Liver"	"21071"	"South Carolina"	"45"	6724
	"Liver"	"21071"	"South Dakota"	"46"	796
	"Liver"	"21071"	"Tennessee"	"47"	9216
	"Liver"	"21071"	"Texas"	"48"	48767
	"Liver"	"21071"	"Utah"	"49"	2191
	"Liver"	"21071"	"Vermont"	"50"	781
	"Liver"	"21071"	"Virginia"	"51"	10190
	"Liver"	"21071"	"Washington"	"53"	11069
	"Liver"	"21071"	"West Virginia"	"54"	2669
	"Liver"	"21071"	"Wisconsin"	"55"	7371
	"Liver"	"21071"	"Wyoming"	"56"	619
	"Intrahepatic Bile Duct"	"21072"	"Alabama"	"01"	906
	"Intrahepatic Bile Duct"	"21072"	"Alaska"	"02"	115
	"Intrahepatic Bile Duct"	"21072"	"Arizona"	"04"	1139
	"Intrahepatic Bile Duct"	"21072"	"Arkansas"	"05"	530
	"Intrahepatic Bile Duct"	"21072"	"California"	"06"	8122
	"Intrahepatic Bile Duct"	"21072"	"Colorado"	"08"	1007
	"Intrahepatic Bile Duct"	"21072"	"Connecticut"	"09"	955
	"Intrahepatic Bile Duct"	"21072"	"Delaware"	"10"	212
	"Intrahepatic Bile Duct"	"21072"	"District of Columbia"	"11"	122
	"Intrahepatic Bile Duct"	"21072"	"Florida"	"12"	5224
	"Intrahepatic Bile Duct"	"21072"	"Georgia"	"13"	1963
	"Intrahepatic Bile Duct"	"21072"	"Hawaii"	"15"	475
	"Intrahepatic Bile Duct"	"21072"	"Idaho"	"16"	360
	"Intrahepatic Bile Duct"	"21072"	"Illinois"	"17"	3206
	"Intrahepatic Bile Duct"	"21072"	"Indiana"	"18"	1466
	"Intrahepatic Bile Duct"	"21072"	"Iowa"	"19"	834
	"Intrahepatic Bile Duct"	"21072"	"Kansas"	"20"	569
	"Intrahepatic Bile Duct"	"21072"	"Kentucky"	"21"	1022
	"Intrahepatic Bile Duct"	"21072"	"Louisiana"	"22"	820
	"Intrahepatic Bile Duct"	"21072"	"Maine"	"23"	325
	"Intrahepatic Bile Duct"	"21072"	"Maryland"	"24"	1411
	"Intrahepatic Bile Duct"	"21072"	"Massachusetts"	"25"	2135
	"Intrahepatic Bile Duct"	"21072"	"Michigan"	"26"	2258
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	1525
	"Intrahepatic Bile Duct"	"21072"	"Mississippi"	"28"	504
	"Intrahepatic Bile Duct"	"21072"	"Missouri"	"29"	1562
	"Intrahepatic Bile Duct"	"21072"	"Montana"	"30"	233
	"Intrahepatic Bile Duct"	"21072"	"Nebraska"	"31"	387
	"Intrahepatic Bile Duct"	"21072"	"Nevada"	"32"	322
	"Intrahepatic Bile Duct"	"21072"	"New Hampshire"	"33"	319
	"Intrahepatic Bile Duct"	"21072"	"New Jersey"	"34"	2296
	"Intrahepatic Bile Duct"	"21072"	"New Mexico"	"35"	434
	"Intrahepatic Bile Duct"	"21072"	"New York"	"36"	5533
	"Intrahepatic Bile Duct"	"21072"	"North Carolina"	"37"	2796
	"Intrahepatic Bile Duct"	"21072"	"North Dakota"	"38"	172
	"Intrahepatic Bile Duct"	"21072"	"Ohio"	"39"	3046
	"Intrahepatic Bile Duct"	"21072"	"Oklahoma"	"40"	569
	"Intrahepatic Bile Duct"	"21072"	"Oregon"	"41"	1066
	"Intrahepatic Bile Duct"	"21072"	"Pennsylvania"	"42"	3782
	"Intrahepatic Bile Duct"	"21072"	"Rhode Island"	"44"	401
	"Intrahepatic Bile Duct"	"21072"	"South Carolina"	"45"	1143
	"Intrahepatic Bile Duct"	"21072"	"South Dakota"	"46"	222
	"Intrahepatic Bile Duct"	"21072"	"Tennessee"	"47"	1296
	"Intrahepatic Bile Duct"	"21072"	"Texas"	"48"	5631
	"Intrahepatic Bile Duct"	"21072"	"Utah"	"49"	416
	"Intrahepatic Bile Duct"	"21072"	"Vermont"	"50"	116
	"Intrahepatic Bile Duct"	"21072"	"Virginia"	"51"	1615
	"Intrahepatic Bile Duct"	"21072"	"Washington"	"53"	1974
	"Intrahepatic Bile Duct"	"21072"	"West Virginia"	"54"	505
	"Intrahepatic Bile Duct"	"21072"	"Wisconsin"	"55"	1703
	"Intrahepatic Bile Duct"	"21072"	"Wyoming"	"56"	75
	"Gallbladder"	"21080"	"Alabama"	"01"	1004
	"Gallbladder"	"21080"	"Alaska"	"02"	128
	"Gallbladder"	"21080"	"Arizona"	"04"	1638
	"Gallbladder"	"21080"	"Arkansas"	"05"	707
	"Gallbladder"	"21080"	"California"	"06"	9462
	"Gallbladder"	"21080"	"Colorado"	"08"	1007
	"Gallbladder"	"21080"	"Connecticut"	"09"	1004
	"Gallbladder"	"21080"	"Delaware"	"10"	280
	"Gallbladder"	"21080"	"District of Columbia"	"11"	181
	"Gallbladder"	"21080"	"Florida"	"12"	5596
	"Gallbladder"	"21080"	"Georgia"	"13"	1968
	"Gallbladder"	"21080"	"Hawaii"	"15"	356
	"Gallbladder"	"21080"	"Idaho"	"16"	325
	"Gallbladder"	"21080"	"Illinois"	"17"	4060
	"Gallbladder"	"21080"	"Indiana"	"18"	1580
	"Gallbladder"	"21080"	"Iowa"	"19"	909
	"Gallbladder"	"21080"	"Kansas"	"20"	619
	"Gallbladder"	"21080"	"Kentucky"	"21"	1145
	"Gallbladder"	"21080"	"Louisiana"	"22"	1265
	"Gallbladder"	"21080"	"Maine"	"23"	391
	"Gallbladder"	"21080"	"Maryland"	"24"	1430
	"Gallbladder"	"21080"	"Massachusetts"	"25"	2000
	"Gallbladder"	"21080"	"Michigan"	"26"	2620
	"Gallbladder"	"21080"	"Minnesota"	"27"	1427
	"Gallbladder"	"21080"	"Mississippi"	"28"	570
	"Gallbladder"	"21080"	"Missouri"	"29"	1580
	"Gallbladder"	"21080"	"Montana"	"30"	230
	"Gallbladder"	"21080"	"Nebraska"	"31"	513
	"Gallbladder"	"21080"	"Nevada"	"32"	455
	"Gallbladder"	"21080"	"New Hampshire"	"33"	332
	"Gallbladder"	"21080"	"New Jersey"	"34"	2998
	"Gallbladder"	"21080"	"New Mexico"	"35"	669
	"Gallbladder"	"21080"	"New York"	"36"	7114
	"Gallbladder"	"21080"	"North Carolina"	"37"	2241
	"Gallbladder"	"21080"	"North Dakota"	"38"	189
	"Gallbladder"	"21080"	"Ohio"	"39"	3242
	"Gallbladder"	"21080"	"Oklahoma"	"40"	905
	"Gallbladder"	"21080"	"Oregon"	"41"	973
	"Gallbladder"	"21080"	"Pennsylvania"	"42"	4236
	"Gallbladder"	"21080"	"Rhode Island"	"44"	366
	"Gallbladder"	"21080"	"South Carolina"	"45"	1157
	"Gallbladder"	"21080"	"South Dakota"	"46"	202
	"Gallbladder"	"21080"	"Tennessee"	"47"	1296
	"Gallbladder"	"21080"	"Texas"	"48"	6050
	"Gallbladder"	"21080"	"Utah"	"49"	438
	"Gallbladder"	"21080"	"Vermont"	"50"	162
	"Gallbladder"	"21080"	"Virginia"	"51"	1770
	"Gallbladder"	"21080"	"Washington"	"53"	1639
	"Gallbladder"	"21080"	"West Virginia"	"54"	494
