Notes,States,States Code,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Count
,Arkansas,5,2016,2016,Esophagus,21010,Male,M,124
,Arkansas,5,2016,2016,Gallbladder,21080,Female,F,27
,Arkansas,5,2016,2016,Kidney and Renal Pelvis,29020,Female,F,278
,Arkansas,5,2016,2016,Kidney and Renal Pelvis,29020,Male,M,485
,Arkansas,5,2016,2016,Larynx,22020,Female,F,36
,Arkansas,5,2016,2016,Larynx,22020,Male,M,114
,Arkansas,5,2016,2016,Leukemias,35011-35043,Female,F,211
,Arkansas,5,2016,2016,Leukemias,35011-35043,Male,M,322
,Arkansas,5,2016,2016,Liver,21071,Female,F,68
,Arkansas,5,2016,2016,Liver,21071,Male,M,237
,Arkansas,5,2016,2016,Lung and Bronchus,22030,Female,F,1279
,Arkansas,5,2016,2016,Lung and Bronchus,22030,Male,M,1649
,Arkansas,5,2016,2016,Melanoma of the Skin,25010,Female,F,303
,Arkansas,5,2016,2016,Melanoma of the Skin,25010,Male,M,470
,Arkansas,5,2016,2016,Myeloma,34000,Female,F,113
,Arkansas,5,2016,2016,Myeloma,34000,Male,M,125
,Arkansas,5,2016,2016,Non-Hodgkin Lymphoma,33041-33042,Female,F,303
,Arkansas,5,2016,2016,Non-Hodgkin Lymphoma,33041-33042,Male,M,367
,Arkansas,5,2016,2016,Oral Cavity and Pharynx,20010-20100,Female,F,144
,Arkansas,5,2016,2016,Oral Cavity and Pharynx,20010-20100,Male,M,351
,Arkansas,5,2016,2016,Ovary,27040,Female,F,185
,Arkansas,5,2016,2016,Pancreas,21100,Female,F,232
,Arkansas,5,2016,2016,Pancreas,21100,Male,M,245
,Arkansas,5,2016,2016,Prostate,28010,Male,M,2063
,Arkansas,5,2016,2016,Stomach,21020,Female,F,99
,Arkansas,5,2016,2016,Stomach,21020,Male,M,151
,Arkansas,5,2016,2016,Thyroid,32010,Female,F,288
,Arkansas,5,2016,2016,Thyroid,32010,Male,M,94
,Arkansas,5,2016,2016,Urinary Bladder invasive and in situ,29010,Female,F,163
,Arkansas,5,2016,2016,Urinary Bladder invasive and in situ,29010,Male,M,606
,Arkansas,5,2017,2017,Brain and Other Nervous System,31010-31040,Female,F,96
,Arkansas,5,2017,2017,Brain and Other Nervous System,31010-31040,Male,M,120
,Arkansas,5,2017,2017,Breast,26000,Female,F,2197
,Arkansas,5,2017,2017,Breast,26000,Male,M,26
,Arkansas,5,2017,2017,Cervix Uteri,27010,Female,F,128
,Arkansas,5,2017,2017,Colon and Rectum,21041-21052,Female,F,724
,Arkansas,5,2017,2017,Colon and Rectum,21041-21052,Male,M,869
,Arkansas,5,2017,2017,Corpus Uteri,27020,Female,F,484
,Arkansas,5,2017,2017,Esophagus,21010,Female,F,37
,Arkansas,5,2017,2017,Esophagus,21010,Male,M,134
,Arkansas,5,2017,2017,Gallbladder,21080,Female,F,26
,Arkansas,5,2017,2017,Kidney and Renal Pelvis,29020,Female,F,331
,Arkansas,5,2017,2017,Kidney and Renal Pelvis,29020,Male,M,450
,Arkansas,5,2017,2017,Larynx,22020,Female,F,33
,Arkansas,5,2017,2017,Larynx,22020,Male,M,118
,Arkansas,5,2017,2017,Leukemias,35011-35043,Female,F,231
,Arkansas,5,2017,2017,Leukemias,35011-35043,Male,M,306
,Arkansas,5,2017,2017,Liver,21071,Female,F,54
,Arkansas,5,2017,2017,Liver,21071,Male,M,216
,Arkansas,5,2017,2017,Lung and Bronchus,22030,Female,F,1255
,Arkansas,5,2017,2017,Lung and Bronchus,22030,Male,M,1558
,Arkansas,5,2017,2017,Melanoma of the Skin,25010,Female,F,336
,Arkansas,5,2017,2017,Melanoma of the Skin,25010,Male,M,484
,Arkansas,5,2017,2017,Myeloma,34000,Female,F,120
,Arkansas,5,2017,2017,Myeloma,34000,Male,M,160
,Arkansas,5,2017,2017,Non-Hodgkin Lymphoma,33041-33042,Female,F,309
,Arkansas,5,2017,2017,Non-Hodgkin Lymphoma,33041-33042,Male,M,385
,Arkansas,5,2017,2017,Oral Cavity and Pharynx,20010-20100,Female,F,125
,Arkansas,5,2017,2017,Oral Cavity and Pharynx,20010-20100,Male,M,387
,Arkansas,5,2017,2017,Ovary,27040,Female,F,216
,Arkansas,5,2017,2017,Pancreas,21100,Female,F,225
,Arkansas,5,2017,2017,Pancreas,21100,Male,M,278
,Arkansas,5,2017,2017,Prostate,28010,Male,M,2258
,Arkansas,5,2017,2017,Stomach,21020,Female,F,82
,Arkansas,5,2017,2017,Stomach,21020,Male,M,144
,Arkansas,5,2017,2017,Thyroid,32010,Female,F,278
,Arkansas,5,2017,2017,Thyroid,32010,Male,M,104
,Arkansas,5,2017,2017,Urinary Bladder invasive and in situ,29010,Female,F,176
,Arkansas,5,2017,2017,Urinary Bladder invasive and in situ,29010,Male,M,621
,Arkansas,5,2018,2018,Brain and Other Nervous System,31010-31040,Female,F,113
,Arkansas,5,2018,2018,Brain and Other Nervous System,31010-31040,Male,M,124
,Arkansas,5,2018,2018,Breast,26000,Female,F,2375
,Arkansas,5,2018,2018,Breast,26000,Male,M,24
,Arkansas,5,2018,2018,Cervix Uteri,27010,Female,F,165
,Arkansas,5,2018,2018,Colon and Rectum,21041-21052,Female,F,742
,Arkansas,5,2018,2018,Colon and Rectum,21041-21052,Male,M,877
,Arkansas,5,2018,2018,Corpus Uteri,27020,Female,F,496
,Arkansas,5,2018,2018,Esophagus,21010,Female,F,29
,Arkansas,5,2018,2018,Esophagus,21010,Male,M,149
,Arkansas,5,2018,2018,Gallbladder,21080,Female,F,28
,Arkansas,5,2018,2018,Kidney and Renal Pelvis,29020,Female,F,299
,Arkansas,5,2018,2018,Kidney and Renal Pelvis,29020,Male,M,552
,Arkansas,5,2018,2018,Larynx,22020,Female,F,36
,Arkansas,5,2018,2018,Larynx,22020,Male,M,109
,Arkansas,5,2018,2018,Leukemias,35011-35043,Female,F,238
,Arkansas,5,2018,2018,Leukemias,35011-35043,Male,M,303
,Arkansas,5,2018,2018,Liver,21071,Female,F,63
,Arkansas,5,2018,2018,Liver,21071,Male,M,229
,Arkansas,5,2018,2018,Lung and Bronchus,22030,Female,F,1354
,Arkansas,5,2018,2018,Lung and Bronchus,22030,Male,M,1657
,Arkansas,5,2018,2018,Melanoma of the Skin,25010,Female,F,340
,Arkansas,5,2018,2018,Melanoma of the Skin,25010,Male,M,536
,Arkansas,5,2018,2018,Myeloma,34000,Female,F,143
,Arkansas,5,2018,2018,Myeloma,34000,Male,M,138
,Arkansas,5,2018,2018,Non-Hodgkin Lymphoma,33041-33042,Female,F,284
,Arkansas,5,2018,2018,Non-Hodgkin Lymphoma,33041-33042,Male,M,389
,Arkansas,5,2018,2018,Oral Cavity and Pharynx,20010-20100,Female,F,158
,Arkansas,5,2018,2018,Oral Cavity and Pharynx,20010-20100,Male,M,376
,Arkansas,5,2018,2018,Ovary,27040,Female,F,201
,Arkansas,5,2018,2018,Pancreas,21100,Female,F,221
,Arkansas,5,2018,2018,Pancreas,21100,Male,M,270
,Arkansas,5,2018,2018,Prostate,28010,Male,M,2430
,Arkansas,5,2018,2018,Stomach,21020,Female,F,81
,Arkansas,5,2018,2018,Stomach,21020,Male,M,147
,Arkansas,5,2018,2018,Thyroid,32010,Female,F,279
,Arkansas,5,2018,2018,Thyroid,32010,Male,M,108
,Arkansas,5,2018,2018,Urinary Bladder invasive and in situ,29010,Female,F,154
,Arkansas,5,2018,2018,Urinary Bladder invasive and in situ,29010,Male,M,618
,Arkansas,5,2019,2019,Brain and Other Nervous System,31010-31040,Female,F,93
,Arkansas,5,2019,2019,Brain and Other Nervous System,31010-31040,Male,M,127
,Arkansas,5,2019,2019,Breast,26000,Female,F,2523
,Arkansas,5,2019,2019,Breast,26000,Male,M,19
,Arkansas,5,2019,2019,Cervix Uteri,27010,Female,F,152
,Arkansas,5,2019,2019,Colon and Rectum,21041-21052,Female,F,788
,Arkansas,5,2019,2019,Colon and Rectum,21041-21052,Male,M,950
,Arkansas,5,2019,2019,Corpus Uteri,27020,Female,F,509
,Arkansas,5,2019,2019,Esophagus,21010,Female,F,30
,Arkansas,5,2019,2019,Esophagus,21010,Male,M,166
,Arkansas,5,2019,2019,Gallbladder,21080,Female,F,26
,Arkansas,5,2019,2019,Kidney and Renal Pelvis,29020,Female,F,340
,Arkansas,5,2019,2019,Kidney and Renal Pelvis,29020,Male,M,525
,Arkansas,5,2019,2019,Larynx,22020,Female,F,31
,Arkansas,5,2019,2019,Larynx,22020,Male,M,140
,Arkansas,5,2019,2019,Leukemias,35011-35043,Female,F,208
,Arkansas,5,2019,2019,Leukemias,35011-35043,Male,M,347
,Arkansas,5,2019,2019,Liver,21071,Female,F,92
,Arkansas,5,2019,2019,Liver,21071,Male,M,225
,Arkansas,5,2019,2019,Lung and Bronchus,22030,Female,F,1345
,Arkansas,5,2019,2019,Lung and Bronchus,22030,Male,M,1609
,Arkansas,5,2019,2019,Melanoma of the Skin,25010,Female,F,377
,Arkansas,5,2019,2019,Melanoma of the Skin,25010,Male,M,604
,Arkansas,5,2019,2019,Myeloma,34000,Female,F,113
,Arkansas,5,2019,2019,Myeloma,34000,Male,M,148
,Arkansas,5,2019,2019,Non-Hodgkin Lymphoma,33041-33042,Female,F,298
,Arkansas,5,2019,2019,Non-Hodgkin Lymphoma,33041-33042,Male,M,436
,Arkansas,5,2019,2019,Oral Cavity and Pharynx,20010-20100,Female,F,136
,Arkansas,5,2019,2019,Oral Cavity and Pharynx,20010-20100,Male,M,422
,Arkansas,5,2019,2019,Ovary,27040,Female,F,156
,Arkansas,5,2019,2019,Pancreas,21100,Female,F,234
,Arkansas,5,2019,2019,Pancreas,21100,Male,M,288
,Arkansas,5,2019,2019,Prostate,28010,Male,M,2191
,Arkansas,5,2019,2019,Stomach,21020,Female,F,89
,Arkansas,5,2019,2019,Stomach,21020,Male,M,177
,Arkansas,5,2019,2019,Thyroid,32010,Female,F,305
,Arkansas,5,2019,2019,Thyroid,32010,Male,M,107
,Arkansas,5,2019,2019,Urinary Bladder invasive and in situ,29010,Female,F,171
,Arkansas,5,2019,2019,Urinary Bladder invasive and in situ,29010,Male,M,568
,Arkansas,5,2020,2020,Brain and Other Nervous System,31010-31040,Female,F,100
,Arkansas,5,2020,2020,Brain and Other Nervous System,31010-31040,Male,M,111
,Arkansas,5,2020,2020,Breast,26000,Female,F,2207
,Arkansas,5,2020,2020,Breast,26000,Male,M,17
,Arkansas,5,2020,2020,Cervix Uteri,27010,Female,F,115
,Arkansas,5,2020,2020,Colon and Rectum,21041-21052,Female,F,623
,Arkansas,5,2020,2020,Colon and Rectum,21041-21052,Male,M,702
,Arkansas,5,2020,2020,Corpus Uteri,27020,Female,F,427
,Arkansas,5,2020,2020,Esophagus,21010,Female,F,33
,Arkansas,5,2020,2020,Esophagus,21010,Male,M,150
,Arkansas,5,2020,2020,Gallbladder,21080,Female,F,16
,Arkansas,5,2020,2020,Kidney and Renal Pelvis,29020,Female,F,286
,Arkansas,5,2020,2020,Kidney and Renal Pelvis,29020,Male,M,502
,Arkansas,5,2020,2020,Larynx,22020,Female,F,34
,Arkansas,5,2020,2020,Larynx,22020,Male,M,122
,Arkansas,5,2020,2020,Leukemias,35011-35043,Female,F,178
,Arkansas,5,2020,2020,Leukemias,35011-35043,Male,M,224
,Arkansas,5,2020,2020,Liver,21071,Female,F,56
,Arkansas,5,2020,2020,Liver,21071,Male,M,183
,Arkansas,5,2020,2020,Lung and Bronchus,22030,Female,F,1070
,Arkansas,5,2020,2020,Lung and Bronchus,22030,Male,M,1345
,Arkansas,5,2020,2020,Melanoma of the Skin,25010,Female,F,321
,Arkansas,5,2020,2020,Melanoma of the Skin,25010,Male,M,457
,Arkansas,5,2020,2020,Myeloma,34000,Female,F,99
,Arkansas,5,2020,2020,Myeloma,34000,Male,M,142
,Arkansas,5,2020,2020,Non-Hodgkin Lymphoma,33041-33042,Female,F,248
,Arkansas,5,2020,2020,Non-Hodgkin Lymphoma,33041-33042,Male,M,369
,Arkansas,5,2020,2020,Oral Cavity and Pharynx,20010-20100,Female,F,124
,Arkansas,5,2020,2020,Oral Cavity and Pharynx,20010-20100,Male,M,367
,Arkansas,5,2020,2020,Ovary,27040,Female,F,194
,Arkansas,5,2020,2020,Pancreas,21100,Female,F,205
,Arkansas,5,2020,2020,Pancreas,21100,Male,M,208
,Arkansas,5,2020,2020,Prostate,28010,Male,M,1596
,Arkansas,5,2020,2020,Stomach,21020,Female,F,73
,Arkansas,5,2020,2020,Stomach,21020,Male,M,124
,Arkansas,5,2020,2020,Thyroid,32010,Female,F,203
,Arkansas,5,2020,2020,Thyroid,32010,Male,M,82
,Arkansas,5,2020,2020,Urinary Bladder invasive and in situ,29010,Female,F,126
,Arkansas,5,2020,2020,Urinary Bladder invasive and in situ,29010,Male,M,578
,California,6,2000,2000,Brain and Other Nervous System,31010-31040,Female,F,864
,California,6,2000,2000,Brain and Other Nervous System,31010-31040,Male,M,1096
,California,6,2000,2000,Breast,26000,Female,F,21951
,California,6,2000,2000,Breast,26000,Male,M,154
,California,6,2000,2000,Cervix Uteri,27010,Female,F,1674
,California,6,2000,2000,Colon and Rectum,21041-21052,Female,F,7136
,California,6,2000,2000,Colon and Rectum,21041-21052,Male,M,7389
,California,6,2000,2000,Corpus Uteri,27020,Female,F,3543
,California,6,2000,2000,Esophagus,21010,Female,F,315
,California,6,2000,2000,Esophagus,21010,Male,M,861
,California,6,2000,2000,Gallbladder,21080,Female,F,249
,California,6,2000,2000,Gallbladder,21080,Male,M,88
,California,6,2000,2000,Kidney and Renal Pelvis,29020,Female,F,1168
,California,6,2000,2000,Kidney and Renal Pelvis,29020,Male,M,1987
,California,6,2000,2000,Larynx,22020,Female,F,183
,California,6,2000,2000,Larynx,22020,Male,M,764
,California,6,2000,2000,Leukemias,35011-35043,Female,F,1675
,California,6,2000,2000,Leukemias,35011-35043,Male,M,2279
,California,6,2000,2000,Liver,21071,Female,F,511
,California,6,2000,2000,Liver,21071,Male,M,1277
,California,6,2000,2000,Lung and Bronchus,22030,Female,F,8071
,California,6,2000,2000,Lung and Bronchus,22030,Male,M,9450
,California,6,2000,2000,Melanoma of the Skin,25010,Female,F,2330
,California,6,2000,2000,Melanoma of the Skin,25010,Male,M,3273
,California,6,2000,2000,Myeloma,34000,Female,F,750
,California,6,2000,2000,Myeloma,34000,Male,M,855
,California,6,2000,2000,Non-Hodgkin Lymphoma,33041-33042,Female,F,2657
,California,6,2000,2000,Non-Hodgkin Lymphoma,33041-33042,Male,M,3073
,California,6,2000,2000,Oral Cavity and Pharynx,20010-20100,Female,F,1073
,California,6,2000,2000,Oral Cavity and Pharynx,20010-20100,Male,M,2130
,California,6,2000,2000,Ovary,27040,Female,F,2270
,California,6,2000,2000,Pancreas,21100,Female,F,1656
,California,6,2000,2000,Pancreas,21100,Male,M,1515
,California,6,2000,2000,Prostate,28010,Male,M,20952
,California,6,2000,2000,Stomach,21020,Female,F,1045
,California,6,2000,2000,Stomach,21020,Male,M,1592
,California,6,2000,2000,Thyroid,32010,Female,F,1699
,California,6,2000,2000,Thyroid,32010,Male,M,543
,California,6,2000,2000,Urinary Bladder invasive and in situ,29010,Female,F,1430
,California,6,2000,2000,Urinary Bladder invasive and in situ,29010,Male,M,4336
,California,6,2001,2001,Brain and Other Nervous System,31010-31040,Female,F,903
,California,6,2001,2001,Brain and Other Nervous System,31010-31040,Male,M,1100
,California,6,2001,2001,Breast,26000,Female,F,22247
,California,6,2001,2001,Breast,26000,Male,M,161
,California,6,2001,2001,Cervix Uteri,27010,Female,F,1536
,California,6,2001,2001,Colon and Rectum,21041-21052,Female,F,7081
,California,6,2001,2001,Colon and Rectum,21041-21052,Male,M,7511
,California,6,2001,2001,Corpus Uteri,27020,Female,F,3753
,California,6,2001,2001,Esophagus,21010,Female,F,323
,California,6,2001,2001,Esophagus,21010,Male,M,997
,California,6,2001,2001,Gallbladder,21080,Female,F,269
,California,6,2001,2001,Gallbladder,21080,Male,M,90
,California,6,2001,2001,Kidney and Renal Pelvis,29020,Female,F,1268
,California,6,2001,2001,Kidney and Renal Pelvis,29020,Male,M,2104
,California,6,2001,2001,Larynx,22020,Female,F,191
,California,6,2001,2001,Larynx,22020,Male,M,773
,California,6,2001,2001,Leukemias,35011-35043,Female,F,1700
,California,6,2001,2001,Leukemias,35011-35043,Male,M,2311
,California,6,2001,2001,Liver,21071,Female,F,584
,California,6,2001,2001,Liver,21071,Male,M,1448
,California,6,2001,2001,Lung and Bronchus,22030,Female,F,8162
,California,6,2001,2001,Lung and Bronchus,22030,Male,M,9426
,California,6,2001,2001,Melanoma of the Skin,25010,Female,F,2523
,California,6,2001,2001,Melanoma of the Skin,25010,Male,M,3549
,California,6,2001,2001,Myeloma,34000,Female,F,761
,California,6,2001,2001,Myeloma,34000,Male,M,835
,California,6,2001,2001,Non-Hodgkin Lymphoma,33041-33042,Female,F,2669
,California,6,2001,2001,Non-Hodgkin Lymphoma,33041-33042,Male,M,3237
,California,6,2001,2001,Oral Cavity and Pharynx,20010-20100,Female,F,1055
,California,6,2001,2001,Oral Cavity and Pharynx,20010-20100,Male,M,2182
,California,6,2001,2001,Ovary,27040,Female,F,2285
,California,6,2001,2001,Pancreas,21100,Female,F,1599
,California,6,2001,2001,Pancreas,21100,Male,M,1644
,California,6,2001,2001,Prostate,28010,Male,M,21591
,California,6,2001,2001,Stomach,21020,Female,F,968
,California,6,2001,2001,Stomach,21020,Male,M,1545
,California,6,2001,2001,Thyroid,32010,Female,F,1793
,California,6,2001,2001,Thyroid,32010,Male,M,600
,California,6,2001,2001,Urinary Bladder invasive and in situ,29010,Female,F,1431
,California,6,2001,2001,Urinary Bladder invasive and in situ,29010,Male,M,4448
,California,6,2002,2002,Brain and Other Nervous System,31010-31040,Female,F,936
,California,6,2002,2002,Brain and Other Nervous System,31010-31040,Male,M,1171
,California,6,2002,2002,Breast,26000,Female,F,22488
,California,6,2002,2002,Breast,26000,Male,M,111
,California,6,2002,2002,Cervix Uteri,27010,Female,F,1558
,California,6,2002,2002,Colon and Rectum,21041-21052,Female,F,7060
,California,6,2002,2002,Colon and Rectum,21041-21052,Male,M,7488
,California,6,2002,2002,Corpus Uteri,27020,Female,F,3622
,California,6,2002,2002,Esophagus,21010,Female,F,338
,California,6,2002,2002,Esophagus,21010,Male,M,940
,California,6,2002,2002,Gallbladder,21080,Female,F,255
,California,6,2002,2002,Gallbladder,21080,Male,M,80
,California,6,2002,2002,Kidney and Renal Pelvis,29020,Female,F,1292
,California,6,2002,2002,Kidney and Renal Pelvis,29020,Male,M,2323
,California,6,2002,2002,Larynx,22020,Female,F,168
,California,6,2002,2002,Larynx,22020,Male,M,768
,California,6,2002,2002,Leukemias,35011-35043,Female,F,1679
,California,6,2002,2002,Leukemias,35011-35043,Male,M,2297
,California,6,2002,2002,Liver,21071,Female,F,673
,California,6,2002,2002,Liver,21071,Male,M,1399
,California,6,2002,2002,Lung and Bronchus,22030,Female,F,8369
,California,6,2002,2002,Lung and Bronchus,22030,Male,M,9104
,California,6,2002,2002,Melanoma of the Skin,25010,Female,F,2554
,California,6,2002,2002,Melanoma of the Skin,25010,Male,M,3504
,California,6,2002,2002,Myeloma,34000,Female,F,743
,California,6,2002,2002,Myeloma,34000,Male,M,887
,California,6,2002,2002,Non-Hodgkin Lymphoma,33041-33042,Female,F,2679
,California,6,2002,2002,Non-Hodgkin Lymphoma,33041-33042,Male,M,3304
,California,6,2002,2002,Oral Cavity and Pharynx,20010-20100,Female,F,1063
,California,6,2002,2002,Oral Cavity and Pharynx,20010-20100,Male,M,2187
,California,6,2002,2002,Ovary,27040,Female,F,2354
,California,6,2002,2002,Pancreas,21100,Female,F,1779
,California,6,2002,2002,Pancreas,21100,Male,M,1677
,California,6,2002,2002,Prostate,28010,Male,M,22473
,California,6,2002,2002,Stomach,21020,Female,F,1041
,California,6,2002,2002,Stomach,21020,Male,M,1562
,California,6,2002,2002,Thyroid,32010,Female,F,1969
,California,6,2002,2002,Thyroid,32010,Male,M,631
,California,6,2002,2002,Urinary Bladder invasive and in situ,29010,Female,F,1455
,California,6,2002,2002,Urinary Bladder invasive and in situ,29010,Male,M,4458
,California,6,2003,2003,Brain and Other Nervous System,31010-31040,Female,F,978
,California,6,2003,2003,Brain and Other Nervous System,31010-31040,Male,M,1189
,California,6,2003,2003,Breast,26000,Female,F,21266
,California,6,2003,2003,Breast,26000,Male,M,142
,California,6,2003,2003,Cervix Uteri,27010,Female,F,1450
,California,6,2003,2003,Colon and Rectum,21041-21052,Female,F,7199
,California,6,2003,2003,Colon and Rectum,21041-21052,Male,M,7573
,California,6,2003,2003,Corpus Uteri,27020,Female,F,3560
,California,6,2003,2003,Esophagus,21010,Female,F,316
,California,6,2003,2003,Esophagus,21010,Male,M,894
,California,6,2003,2003,Gallbladder,21080,Female,F,247
,California,6,2003,2003,Gallbladder,21080,Male,M,111
,California,6,2003,2003,Kidney and Renal Pelvis,29020,Female,F,1494
,California,6,2003,2003,Kidney and Renal Pelvis,29020,Male,M,2447
,California,6,2003,2003,Larynx,22020,Female,F,167
,California,6,2003,2003,Larynx,22020,Male,M,758
,California,6,2003,2003,Leukemias,35011-35043,Female,F,1738
,California,6,2003,2003,Leukemias,35011-35043,Male,M,2341
,California,6,2003,2003,Liver,21071,Female,F,586
,California,6,2003,2003,Liver,21071,Male,M,1600
,California,6,2003,2003,Lung and Bronchus,22030,Female,F,8277
,California,6,2003,2003,Lung and Bronchus,22030,Male,M,9120
,California,6,2003,2003,Melanoma of the Skin,25010,Female,F,2523
,California,6,2003,2003,Melanoma of the Skin,25010,Male,M,3450
,California,6,2003,2003,Myeloma,34000,Female,F,787
,California,6,2003,2003,Myeloma,34000,Male,M,932
,California,6,2003,2003,Non-Hodgkin Lymphoma,33041-33042,Female,F,2760
,California,6,2003,2003,Non-Hodgkin Lymphoma,33041-33042,Male,M,3253
,California,6,2003,2003,Oral Cavity and Pharynx,20010-20100,Female,F,1052
,California,6,2003,2003,Oral Cavity and Pharynx,20010-20100,Male,M,2238
,California,6,2003,2003,Ovary,27040,Female,F,2343
,California,6,2003,2003,Pancreas,21100,Female,F,1730
,California,6,2003,2003,Pancreas,21100,Male,M,1628
,California,6,2003,2003,Prostate,28010,Male,M,21133
,California,6,2003,2003,Stomach,21020,Female,F,1045
,California,6,2003,2003,Stomach,21020,Male,M,1573
,California,6,2003,2003,Thyroid,32010,Female,F,2053
,California,6,2003,2003,Thyroid,32010,Male,M,656
,California,6,2003,2003,Urinary Bladder invasive and in situ,29010,Female,F,1458
,California,6,2003,2003,Urinary Bladder invasive and in situ,29010,Male,M,4651
,California,6,2004,2004,Brain and Other Nervous System,31010-31040,Female,F,917
,California,6,2004,2004,Brain and Other Nervous System,31010-31040,Male,M,1233
,California,6,2004,2004,Breast,26000,Female,F,21366
,California,6,2004,2004,Breast,26000,Male,M,123
,California,6,2004,2004,Cervix Uteri,27010,Female,F,1448
,California,6,2004,2004,Colon and Rectum,21041-21052,Female,F,6984
,California,6,2004,2004,Colon and Rectum,21041-21052,Male,M,7328
,California,6,2004,2004,Corpus Uteri,27020,Female,F,3708
,California,6,2004,2004,Esophagus,21010,Female,F,329
,California,6,2004,2004,Esophagus,21010,Male,M,1012
,California,6,2004,2004,Gallbladder,21080,Female,F,246
,California,6,2004,2004,Gallbladder,21080,Male,M,103
,California,6,2004,2004,Kidney and Renal Pelvis,29020,Female,F,1478
,California,6,2004,2004,Kidney and Renal Pelvis,29020,Male,M,2613
,California,6,2004,2004,Larynx,22020,Female,F,173
,California,6,2004,2004,Larynx,22020,Male,M,709
,California,6,2004,2004,Leukemias,35011-35043,Female,F,1779
,California,6,2004,2004,Leukemias,35011-35043,Male,M,2376
,California,6,2004,2004,Liver,21071,Female,F,624
,California,6,2004,2004,Liver,21071,Male,M,1725
,California,6,2004,2004,Lung and Bronchus,22030,Female,F,8393
,California,6,2004,2004,Lung and Bronchus,22030,Male,M,9045
,California,6,2004,2004,Melanoma of the Skin,25010,Female,F,2712
,California,6,2004,2004,Melanoma of the Skin,25010,Male,M,3873
